Material Code,Material Description,Plant,UOM,Line Number,Component Item Number,Material Description2,Material type,Component Quantity,Unit of Measure
50113492,CR-28 WHT0 HS130/035 SFYP(WHT),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113492,CR-28 WHT0 HS130/035 SFYP(WHT),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50113492,CR-28 WHT0 HS130/035 SFYP(WHT),        BAIN,PC,3,50113533,"HS130 0.035 SFYP WHITE 4.375""",Liner,0.0083,YD
50113492,CR-28 WHT0 HS130/035 SFYP(WHT),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113492,CR-28 WHT0 HS130/035 SFYP(WHT),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113534,C-TS RSPR2 2.0 GR7745C 24C-PLT,        BAIN,PC,1,50113274,HDPE: PURELL GC7260 (PLT),Raw material,2.208,GM
50113534,C-TS RSPR2 2.0 GR7745C 24C-PLT,        BAIN,PC,2,50113485,MB:MEV-GRN PE6M415197-ZN-7745C,Master batch,0.092,GM
50113534,C-TS RSPR2 2.0 GR7745C 24C-PLT,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113534,C-TS RSPR2 2.0 GR7745C 24C-PLT,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113535,N-OPEN RSP GRN 7745C (PLT),        BAIN,PC,1,50113273,LDPE: PURELL PE 1840 H(PLT),Raw material,0.4559,GM
50113535,N-OPEN RSP GRN 7745C (PLT),        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50113535,N-OPEN RSP GRN 7745C (PLT),        BAIN,PC,3,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113535,N-OPEN RSP GRN 7745C (PLT),        BAIN,PC,4,50113485,MB:MEV-GRN PE6M415197-ZN-7745C,Master batch,0.0141,GM
50113536,DPI-CB_CAP WHT PRT SYNAHALER,        BAIN,PC,1,50105026,DPI-CB_CAP,Carton box,1,PC
50113536,DPI-CB_CAP WHT PRT SYNAHALER,        BAIN,PC,3,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,1,50104883,DPI-CB_MOUTH PIECE WHITE,Carton box,1,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,2,50104909,DPI-CB_BODY WHITE,Carton box,1,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,3,50113536,DPI-CB_CAP WHT PRT SYNAHALER,Carton box,1,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,4,50105059,DPI-CB_BOTTOM WHITE,Carton box,1,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,5,50105081,DPI-CB_BUTTON BLUE,Carton box,2,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,6,50105244,BOP:DPI-CB_PIN,Carton box,2,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,7,50105245,BOP:DPI-CB_SPRING,Carton box,2,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,8,50105246,BOP:UV GLUE VITRALIT 7311 FO,BOP,0.000013,KG
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,9,50104782,DPI-CB_TRAY - 380x 570x 35MM,Carton box,0.020408,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,10,50102911,"38""X36"" GUSS. NATURAL 50mu",Polybag,0.001701,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,11,50081573,CB:584X394X338 MM HF PP,Carton box,0.001701,PC
50113537,DPI_CB(B-W)-SYNAHALER,        BAIN,PC,12,50106459,DPI-CB_TRAY LID,Carton box,0.001701,PC
50113554, B-7ML RSP R2 WHITE (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.12,GM
50113554, B-7ML RSP R2 WHITE (L)-NS,        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.005,PC
50113554, B-7ML RSP R2 WHITE (L)-NS,        BAIN,PC,3,50081573,CB:584X394X338 MM HF PP,Carton box,0.000417,PC
50113554, B-7ML RSP R2 WHITE (L)-NS,        BAIN,PC,4,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.13,GM
50113555, B-7ML RSP R2 WHITE (L)-GS,        BAIN,PC,1,50113554, B-7ML RSP R2 WHITE (L)-NS,SFG,1,PC
50113556, B-7ML RSP R2 WHITE (L)-ET,        BAIN,PC,1,50113554, B-7ML RSP R2 WHITE (L)-NS,SFG,1,PC
50113568,N-OPEN RSP GRN415198(L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.4559,GM
50113568,N-OPEN RSP GRN415198(L)-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50113568,N-OPEN RSP GRN415198(L)-NS,        BAIN,PC,3,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113568,N-OPEN RSP GRN415198(L)-NS,        BAIN,PC,4,50113545,MB: MEVO-GREEN PE6M415198-ZN,Master batch,0.0141,GM
50113648,N-OPEN RSP NATURAL-64C(L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.481,GM
50113648,N-OPEN RSP NATURAL-64C(L)-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50113648,N-OPEN RSP NATURAL-64C(L)-NS,        BAIN,PC,3,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113649,N-OPEN RSP NATURAL-64C(L)-GS,        BAIN,PC,1,50113648,N-OPEN RSP NATURAL-64C(L)-NS,SFG,1,PC
50113650,N-OPEN RSP NATURAL-64C(L)-ET,        BAIN,PC,1,50113648,N-OPEN RSP NATURAL-64C(L)-NS,SFG,1,PC
50113729,CR-28-WHT1-HSP-001/35SFYP(BLK),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50113729,CR-28-WHT1-HSP-001/35SFYP(BLK),        BAIN,PC,2,50109444,28MM OUTER CAPS 43100 WHT(MAS),SFG,1,PC
50113729,CR-28-WHT1-HSP-001/35SFYP(BLK),        BAIN,PC,3,50110862,"HSP-001/35WLP/GN 4.375""",Liner,0.0083,YD
50113729,CR-28-WHT1-HSP-001/35SFYP(BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50113729,CR-28-WHT1-HSP-001/35SFYP(BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113737,C-TS RSP R2 2.0 WHT 64C (H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50113737,C-TS RSP R2 2.0 WHT 64C (H)-NS,        BAIN,PC,2,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.092,GM
50113737,C-TS RSP R2 2.0 WHT 64C (H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113737,C-TS RSP R2 2.0 WHT 64C (H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113738,C-TS RSP R2 2.0 WHT 64C (H)-GS,        BAIN,PC,1,50113737,C-TS RSP R2 2.0 WHT 64C (H)-NS,SFG,1,PC
50113739,C-TS RSP R2 2.0 WHT 64C (H)-ET,        BAIN,PC,1,50113737,C-TS RSP R2 2.0 WHT 64C (H)-NS,SFG,1,PC
50113742,C-TS RSP R2 2.0 TANBR 64C-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50113742,C-TS RSP R2 2.0 TANBR 64C-NS,        BAIN,PC,2,50082150,MB TAN BROWN - 810560 PE,Master batch,0.138,GM
50113742,C-TS RSP R2 2.0 TANBR 64C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113742,C-TS RSP R2 2.0 TANBR 64C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113743,C-TS RSP R2 2.0 TANBR 64C-GS,        BAIN,PC,1,50113742,C-TS RSP R2 2.0 TANBR 64C-NS,SFG,1,PC
50113744,C-TS RSP R2 2.0 TANBR 64C-ET,        BAIN,PC,1,50113742,C-TS RSP R2 2.0 TANBR 64C-NS,SFG,1,PC
50113745,C-TSRSPR2 2.0 GRN415143 64C-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50113745,C-TSRSPR2 2.0 GRN415143 64C-NS,        BAIN,PC,2,50081745,MB: MEVO.GREEN PE6M415143-ZN,Master batch,0.092,GM
50113745,C-TSRSPR2 2.0 GRN415143 64C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113745,C-TSRSPR2 2.0 GRN415143 64C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113746,C-TSRSPR2 2.0 GRN415143 64C-GS,        BAIN,PC,1,50113745,C-TSRSPR2 2.0 GRN415143 64C-NS,SFG,1,PC
50113747,C-TSRSPR2 2.0 GRN415143 64C-ET,        BAIN,PC,1,50113745,C-TSRSPR2 2.0 GRN415143 64C-NS,SFG,1,PC
50113748,C-TS RSP R2 2.0 TURQ. 64C-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50113748,C-TS RSP R2 2.0 TURQ. 64C-NS,        BAIN,PC,2,50082172,MB: TURQUOISE 7105101 PE,Master batch,0.138,GM
50113748,C-TS RSP R2 2.0 TURQ. 64C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113748,C-TS RSP R2 2.0 TURQ. 64C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113749,C-TS RSP R2 2.0 TURQ. 64C-GS,        BAIN,PC,1,50113748,C-TS RSP R2 2.0 TURQ. 64C-NS,SFG,1,PC
50113750,C-TS RSP R2 2.0 TURQ. 64C-ET,        BAIN,PC,1,50113748,C-TS RSP R2 2.0 TURQ. 64C-NS,SFG,1,PC
50113751,C-TS RSP R2 2.0 GREY 64C-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50113751,C-TS RSP R2 2.0 GREY 64C-NS,        BAIN,PC,2,50082050,MB: GREYFDM 75198 GY LLDPE,Master batch,0.138,GM
50113751,C-TS RSP R2 2.0 GREY 64C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113751,C-TS RSP R2 2.0 GREY 64C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113752,C-TS RSP R2 2.0 GREY 64C-GS,        BAIN,PC,1,50113751,C-TS RSP R2 2.0 GREY 64C-NS,SFG,1,PC
50113753,C-TS RSP R2 2.0 GREY 64C-ET,        BAIN,PC,1,50113751,C-TS RSP R2 2.0 GREY 64C-NS,SFG,1,PC
50113754,C-TS RSP R2 2.0 PINK 64C-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50113754,C-TS RSP R2 2.0 PINK 64C-NS,        BAIN,PC,2,50081998,MB:PINK 310239 PEHD GC7260,Master batch,0.092,GM
50113754,C-TS RSP R2 2.0 PINK 64C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113754,C-TS RSP R2 2.0 PINK 64C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113755,C-TS RSP R2 2.0 PINK 64C-GS,        BAIN,PC,1,50113754,C-TS RSP R2 2.0 PINK 64C-NS,SFG,1,PC
50113756,C-TS RSP R2 2.0 PINK 64C-ET,        BAIN,PC,1,50113754,C-TS RSP R2 2.0 PINK 64C-NS,SFG,1,PC
50113817,C-TAMPSAFE RSP R2 PK 176237-ET,        BAIN,PC,1,50097316,C-TAMPSAFE RSP R2 PK 176237-NS,SFG,1,PC
50113823,"B-5ML ""I"" WHITE 16C-HW (L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,2.891,GM
50113823,"B-5ML ""I"" WHITE 16C-HW (L)-NS",        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.059,GM
50113823,"B-5ML ""I"" WHITE 16C-HW (L)-NS",        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50113823,"B-5ML ""I"" WHITE 16C-HW (L)-NS",        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50113824,"B-5ML ""I"" WHITE 16C-HW (L)-GS",        BAIN,PC,1,50113823,"B-5ML ""I"" WHITE 16C-HW (L)-NS",SFG,1,PC
50113825,"B-5ML ""I"" WHITE 16C-HW (L)-ET",        BAIN,PC,1,50113823,"B-5ML ""I"" WHITE 16C-HW (L)-NS",SFG,1,PC
50113841,N-RISDROP NOZZL 30mcl O.GRN-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.432,GM
50113841,N-RISDROP NOZZL 30mcl O.GRN-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.0005,PC
50113841,N-RISDROP NOZZL 30mcl O.GRN-NS,        BAIN,PC,3,50081745,MB: MEVO.GREEN PE6M415143-ZN,Master batch,0.018,GM
50113842,N-RISDROP NOZZL 30mcl O.GRN-GS,        BAIN,PC,1,50113841,N-RISDROP NOZZL 30mcl O.GRN-NS,SFG,1,PC
50113843,N-RISDROP NOZZL 30mcl O.GRN-ET,        BAIN,PC,1,50113841,N-RISDROP NOZZL 30mcl O.GRN-NS,SFG,1,PC
50113844,N-RISDROP 30mcl O.GRN ASSY-NS,        BAIN,PC,1,50113841,N-RISDROP NOZZL 30mcl O.GRN-NS,SFG,1,PC
50113844,N-RISDROP 30mcl O.GRN ASSY-NS,        BAIN,PC,2,50113847,N-RISDROP 30mcl INSRT O.GRN-NS,SFG,1,PC
50113844,N-RISDROP 30mcl O.GRN ASSY-NS,        BAIN,PC,3,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.0005,PC
50113844,N-RISDROP 30mcl O.GRN ASSY-NS,        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000083,PC
50113845,N-RISDROP 30mcl O.GRN ASSY-GS,        BAIN,PC,1,50113844,N-RISDROP 30mcl O.GRN ASSY-NS,SFG,1,PC
50113846,N-RISDROP 30mcl O.GRN ASSY-ET,        BAIN,PC,1,50113844,N-RISDROP 30mcl O.GRN ASSY-NS,SFG,1,PC
50113847,N-RISDROP 30mcl INSRT O.GRN-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.1728,GM
50113847,N-RISDROP 30mcl INSRT O.GRN-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.0005,PC
50113847,N-RISDROP 30mcl INSRT O.GRN-NS,        BAIN,PC,3,50081745,MB: MEVO.GREEN PE6M415143-ZN,Master batch,0.0072,GM
50113848,N-45mcl SUSPENSION NAT APL-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.5,GM
50113848,N-45mcl SUSPENSION NAT APL-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.000333,PC
50113848,N-45mcl SUSPENSION NAT APL-NS,        BAIN,PC,3,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113849,N-45mcl SUSPENSION NAT APL-GS,        BAIN,PC,1,50113848,N-45mcl SUSPENSION NAT APL-NS,SFG,1,PC
50113850,N-45mcl SUSPENSION NAT APL-ET,        BAIN,PC,1,50113848,N-45mcl SUSPENSION NAT APL-NS,SFG,1,PC
50113851,N-45mcl SUSPENSION WHT APL-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.48,GM
50113851,N-45mcl SUSPENSION WHT APL-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.000333,PC
50113851,N-45mcl SUSPENSION WHT APL-NS,        BAIN,PC,3,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50113851,N-45mcl SUSPENSION WHT APL-NS,        BAIN,PC,4,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.02,GM
50113852,N-45mcl SUSPENSION WHT APL-GS,        BAIN,PC,1,50113851,N-45mcl SUSPENSION WHT APL-NS,SFG,1,PC
50113853,N-45mcl SUSPENSION WHT APL-ET,        BAIN,PC,1,50113851,N-45mcl SUSPENSION WHT APL-NS,SFG,1,PC
50113856,C-TS RSP R2 2.0 PINK310239-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50113856,C-TS RSP R2 2.0 PINK310239-NS,        BAIN,PC,2,50113826,MB:MELCOMAITRE PINK 310239 EVA,Master batch,0.092,GM
50113856,C-TS RSP R2 2.0 PINK310239-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113856,C-TS RSP R2 2.0 PINK310239-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113857,C-TS RSPR2 2.0 PINK ACP6541-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50113857,C-TS RSPR2 2.0 PINK ACP6541-NS,        BAIN,PC,2,50113827,MB:MELCO PNK3123028 PE ACP6541,Master batch,0.092,GM
50113857,C-TS RSPR2 2.0 PINK ACP6541-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50113857,C-TS RSPR2 2.0 PINK ACP6541-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50113858,C-TS RSP R2 2.0 PINK310239-GS,        BAIN,PC,1,50113856,C-TS RSP R2 2.0 PINK310239-NS,SFG,1,PC
50113859,C-TS RSP R2 2.0 PINK310239-ET,        BAIN,PC,1,50113856,C-TS RSP R2 2.0 PINK310239-NS,SFG,1,PC
50113860,C-TS RSPR2 2.0 PINK ACP6541-GS,        BAIN,PC,1,50113857,C-TS RSPR2 2.0 PINK ACP6541-NS,SFG,1,PC
50113861,C-TS RSPR2 2.0 PINK ACP6541-ET,        BAIN,PC,1,50113857,C-TS RSPR2 2.0 PINK ACP6541-NS,SFG,1,PC
50114011,B-5ML RSP WHT PL0M415169(L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,2.8675,GM
50114011,B-5ML RSP WHT PL0M415169(L)-NS,        BAIN,PC,2,50113946,MB:MEVOPUR-WHITE PL0M415169-ZN,Master batch,0.1195,GM
50114011,B-5ML RSP WHT PL0M415169(L)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50114011,B-5ML RSP WHT PL0M415169(L)-NS,        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50114012,B-5ML RSP WHT PL0M415169(L)-GS,        BAIN,PC,1,50114011,B-5ML RSP WHT PL0M415169(L)-NS,SFG,1,PC
50114013,B-5ML RSP WHT PL0M415169(L)-ET,        BAIN,PC,1,50114011,B-5ML RSP WHT PL0M415169(L)-NS,SFG,1,PC
50114027,CR-28mm WHT1- FS1-7 .030(BLK),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50114027,CR-28mm WHT1- FS1-7 .030(BLK),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50114027,CR-28mm WHT1- FS1-7 .030(BLK),        BAIN,PC,3,50114026,"Selig  C25P FS1-7 BLACK 4.375""",Liner,0.0083,YD
50114027,CR-28mm WHT1- FS1-7 .030(BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50114027,CR-28mm WHT1- FS1-7 .030(BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50114034,C-TS RSP OR1585R2 2.0 64C-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50114034,C-TS RSP OR1585R2 2.0 64C-NS,        BAIN,PC,2,50081842,MB: ORANGE 210559 PE,Master batch,0.138,GM
50114034,C-TS RSP OR1585R2 2.0 64C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.001,PC
50114034,C-TS RSP OR1585R2 2.0 64C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50114035,C-TS RSP OR1585R2 2.0 64C-GS,        BAIN,PC,1,50114034,C-TS RSP OR1585R2 2.0 64C-NS,SFG,1,PC
50114036,C-TS RSP OR1585R2 2.0 64C-ET,        BAIN,PC,1,50114034,C-TS RSP OR1585R2 2.0 64C-NS,SFG,1,PC
50114037,C-TS RSP PURPLE R2 2.0 64C-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50114037,C-TS RSP PURPLE R2 2.0 64C-NS,        BAIN,PC,2,50082191,MB:PURPLE 510520 PE,Master batch,0.138,GM
50114037,C-TS RSP PURPLE R2 2.0 64C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50114037,C-TS RSP PURPLE R2 2.0 64C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50114038,C-TS RSP PURPLE R2 2.0 64C-GS,        BAIN,PC,1,50114037,C-TS RSP PURPLE R2 2.0 64C-NS,SFG,1,PC
50114039,C-TS RSP PURPLE R2 2.0 64C-ET,        BAIN,PC,1,50114037,C-TS RSP PURPLE R2 2.0 64C-NS,SFG,1,PC
50114040,C-TS RSP BLUE R2 2.0 64C-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.1696,GM
50114040,C-TS RSP BLUE R2 2.0 64C-NS,        BAIN,PC,2,50082197,MB: BLUE 610697 PE,Master batch,0.0904,GM
50114040,C-TS RSP BLUE R2 2.0 64C-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50114040,C-TS RSP BLUE R2 2.0 64C-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50114041,C-TS RSP BLUE R2 2.0 64C-GS,        BAIN,PC,1,50114040,C-TS RSP BLUE R2 2.0 64C-NS,SFG,1,PC
50114042,C-TS RSP BLUE R2 2.0 64C-ET,        BAIN,PC,1,50114040,C-TS RSP BLUE R2 2.0 64C-NS,SFG,1,PC
50114044,"C-TAMPSAFE ""O"" P.GRN 24C(H)-NS",        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,2.205,GM
50114044,"C-TAMPSAFE ""O"" P.GRN 24C(H)-NS",        BAIN,PC,2,50081598,MB:REMA.GREEN91159(PE64407303),Master batch,0.045,GM
50114044,"C-TAMPSAFE ""O"" P.GRN 24C(H)-NS",        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0013,PC
50114044,"C-TAMPSAFE ""O"" P.GRN 24C(H)-NS",        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000167,PC
50114045,"C-TAMPSAFE ""O"" P.GRN 24C(H)-GS",        BAIN,PC,1,50114044,"C-TAMPSAFE ""O"" P.GRN 24C(H)-NS",SFG,1,PC
50114046,"C-TAMPSAFE ""O"" P.GRN 24C(H)-ET",        BAIN,PC,1,50114044,"C-TAMPSAFE ""O"" P.GRN 24C(H)-NS",SFG,1,PC
50114058,B-5ML RSP WHT415169 R2 (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,2.832,GM
50114058,B-5ML RSP WHT415169 R2 (L)-NS,        BAIN,PC,2,50113946,MB:MEVOPUR-WHITE PL0M415169-ZN,Master batch,0.118,GM
50114058,B-5ML RSP WHT415169 R2 (L)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50114058,B-5ML RSP WHT415169 R2 (L)-NS,        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50114059,B-5ML RSP WHT415169 R2 (L)-GS,        BAIN,PC,1,50114058,B-5ML RSP WHT415169 R2 (L)-NS,SFG,1,PC
50114060,B-5ML RSP WHT415169 R2 (L)-ET,        BAIN,PC,1,50114058,B-5ML RSP WHT415169 R2 (L)-NS,SFG,1,PC
50114061,B-10ML RSP WHT415169 R2 (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.5309,GM
50114061,B-10ML RSP WHT415169 R2 (L)-NS,        BAIN,PC,2,50113946,MB:MEVOPUR-WHITE PL0M415169-ZN,Master batch,0.1471,GM
50114061,B-10ML RSP WHT415169 R2 (L)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50114061,B-10ML RSP WHT415169 R2 (L)-NS,        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50114062,B-10ML RSP WHT415169 R2 (L)-GS,        BAIN,PC,1,50114061,B-10ML RSP WHT415169 R2 (L)-NS,SFG,1,PC
50114063,B-10ML RSP WHT415169 R2 (L)-ET,        BAIN,PC,1,50114061,B-10ML RSP WHT415169 R2 (L)-NS,SFG,1,PC
50114082,180ML TGP CUP WHITE,        BAIN,PC,1,50113465,PP: REPOL H050MN,Raw material,3.8025,GM
50114082,180ML TGP CUP WHITE,        BAIN,PC,2,50113466,PP: C015 EG,Raw material,0.5625,GM
50114082,180ML TGP CUP WHITE,        BAIN,PC,3,50114047,MB:FDA-WHITE 219440425,Master batch,0.135,GM
50114090,N-RISDROP 45MLTR BLUE 2945C-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.4992,GM
50114090,N-RISDROP 45MLTR BLUE 2945C-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.00033,PC
50114090,N-RISDROP 45MLTR BLUE 2945C-NS,        BAIN,PC,3,50081392,MB:MEVO.BLUE PP5M415561(2945C),Master batch,0.0208,GM
50114091,N-RISDROP 45MLTR INSRT BLUE-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.144,GM
50114091,N-RISDROP 45MLTR INSRT BLUE-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.00033,PC
50114091,N-RISDROP 45MLTR INSRT BLUE-NS,        BAIN,PC,3,50081392,MB:MEVO.BLUE PP5M415561(2945C),Master batch,0.006,GM
50114092,N-RISDROP 45MLTR BLUE ASSY-NS,        BAIN,PC,1,50114090,N-RISDROP 45MLTR BLUE 2945C-NS,SFG,1,PC
50114092,N-RISDROP 45MLTR BLUE ASSY-NS,        BAIN,PC,2,50114091,N-RISDROP 45MLTR INSRT BLUE-NS,SFG,1,PC
50114092,N-RISDROP 45MLTR BLUE ASSY-NS,        BAIN,PC,3,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.00033,PC
